r (Ang), PDF (RMC), PDF (Expt)
   2.0000000000000000E-002  ,   -4.0627396547067473E-003  ,   -1.6853000000000000E-003
   4.0000000000000001E-002  ,   -8.1254793094134945E-003  ,   -5.0502000000000003E-003
   5.9999999999999998E-002  ,   -1.2188218964120243E-002  ,   -8.3932399999999997E-003
   8.0000000000000002E-002  ,   -1.6250958618826989E-002  ,   -1.1700500000000001E-002
  0.10000000000000001       ,   -2.0313698273533742E-002  ,   -1.4973999999999999E-002
  0.12000000000000000       ,   -2.4376437928240485E-002  ,   -1.8240400000000000E-002
  0.14000000000000001       ,   -2.8439177582947239E-002  ,   -2.1542900000000000E-002
  0.16000000000000000       ,   -3.2501917237653978E-002  ,   -2.4912100000000000E-002
  0.17999999999999999       ,   -3.6564656892360728E-002  ,   -2.8334600000000001E-002
  0.20000000000000001       ,   -4.0627396547067485E-002  ,   -3.1751900000000000E-002
  0.22000000000000000       ,   -4.4690136201774228E-002  ,   -3.5096500000000003E-002
  0.23999999999999999       ,   -4.8752875856480971E-002  ,   -3.8343299999999997E-002
  0.26000000000000001       ,   -5.2815615511187720E-002  ,   -4.1538199999999997E-002
  0.28000000000000003       ,   -5.6878355165894477E-002  ,   -4.4776799999999999E-002
  0.29999999999999999       ,   -6.0941094820601206E-002  ,   -4.8137100000000002E-002
  0.32000000000000001       ,   -6.5003834475307956E-002  ,   -5.1612199999999997E-002
  0.34000000000000002       ,   -6.9066574130014713E-002  ,   -5.5105700000000001E-002
  0.35999999999999999       ,   -7.3129313784721456E-002  ,   -5.8493700000000003E-002
  0.38000000000000000       ,   -7.7192053439428213E-002  ,   -6.1719000000000003E-002
  0.40000000000000002       ,   -8.1254793094134969E-002  ,   -6.4840999999999996E-002
  0.41999999999999998       ,   -8.5317532748841685E-002  ,   -6.8010100000000004E-002
  0.44000000000000000       ,   -8.9380272403548455E-002  ,   -7.1355199999999994E-002
  0.46000000000000002       ,   -9.3443012058255212E-002  ,   -7.4881699999999995E-002
  0.47999999999999998       ,   -9.7505751712961941E-002  ,   -7.8456600000000001E-002
  0.50000000000000000       ,  -0.10156849136766870       ,   -8.1896700000000003E-002
  0.52000000000000002       ,  -0.10563123102237544       ,   -8.5102499999999998E-002
  0.54000000000000004       ,  -0.10969397067708218       ,   -8.8149800000000000E-002
  0.56000000000000005       ,  -0.11375671033178895       ,   -9.1240299999999996E-002
  0.57999999999999996       ,  -0.11781944998649567       ,   -9.4561800000000001E-002
  0.59999999999999998       ,  -0.12188218964120241       ,   -9.8141000000000006E-002
